filename,zero_date
apelake,10/3/2016 14:00
apelake,10/3/2017 17:00
apelake,10/3/2022 16:00
mountmaya,1/10/2014 14:00
claytonfalls,2/16/2016 14:00
eastbuxton,10/24/2020 10:00
,
,
,
,
